,user,dt
960,35,01.06.2024
961,35,02.06.2024
962,35,03.06.2024
963,35,04.06.2024
964,35,05.06.2024
965,35,06.06.2024
966,35,08.06.2024
967,35,15.06.2024
968,35,17.06.2024
969,35,22.06.2024
970,35,26.06.2024
971,35,02.07.2024
972,35,03.07.2024
973,35,09.07.2024
974,35,18.07.2024
975,35,20.07.2024
976,35,27.07.2024
977,35,03.08.2024
978,35,04.08.2024
979,35,06.08.2024
980,35,15.08.2024
981,35,16.08.2024
982,35,09.09.2024
983,35,10.09.2024
984,35,16.09.2024
985,35,30.09.2024
986,35,15.10.2024
987,35,20.10.2024
988,35,21.10.2024
989,35,19.11.2024
990,35,01.12.2024
991,35,06.12.2024
992,35,20.12.2024
993,35,08.03.2025
994,36,14.02.2024
995,36,16.02.2024
996,36,23.02.2024
997,36,24.02.2024
998,36,25.02.2024
999,36,27.02.2024
1000,36,07.03.2024
1001,36,13.03.2024
1002,36,18.03.2024
1003,36,24.03.2024
1004,36,31.03.2024
1005,36,26.04.2024
1006,36,27.05.2024
1007,36,29.05.2024
1008,37,04.05.2024
1009,37,05.05.2024
1010,37,15.05.2024
1011,37,22.05.2024
1012,37,28.05.2024
1013,37,29.05.2024
1014,37,30.05.2024
1015,37,07.06.2024
1016,37,21.08.2024
1017,37,27.08.2024
1018,37,17.09.2024
1019,37,23.09.2024
1020,37,07.10.2024
1021,37,11.10.2024
1022,37,12.10.2024
1023,38,08.01.2024
1024,38,15.01.2024
1025,38,25.01.2024
1026,38,26.01.2024
1027,38,28.01.2024
1028,38,01.03.2024
1029,38,13.03.2024
1030,38,24.03.2024
1031,39,16.03.2023
1032,39,17.03.2023
1033,39,18.03.2023
1034,39,19.03.2023
1035,39,20.03.2023
1036,39,21.03.2023
1037,39,24.03.2023
1038,39,25.03.2023
1039,39,26.03.2023
1040,39,27.03.2023
1041,39,29.03.2023
1042,39,31.03.2023
1043,39,02.04.2023
1044,39,04.04.2023
1045,39,05.04.2023
1046,39,06.04.2023
1047,39,07.04.2023
1048,39,09.04.2023
1049,39,11.04.2023
1050,39,17.04.2023
1051,39,18.04.2023
1052,39,20.04.2023
1053,39,22.04.2023
1054,39,23.04.2023
1055,39,28.04.2023
1056,39,06.05.2023
1057,39,08.05.2023
1058,39,17.05.2023
1059,39,18.05.2023
1060,39,22.05.2023
1061,39,28.05.2023
1062,39,16.06.2023
1063,39,19.06.2023
1064,39,20.06.2023
1065,39,22.06.2023
1066,39,01.07.2023
1067,39,05.07.2023
1068,39,07.07.2023
1069,39,09.07.2023
1070,39,19.07.2023
1071,39,21.07.2023
1072,39,26.07.2023
1073,39,29.07.2023
1074,39,03.08.2023
1075,39,11.08.2023
1076,39,04.09.2023
1077,39,25.09.2023
1078,39,27.09.2023
1079,39,05.10.2023
1080,40,16.08.2023
1081,40,18.08.2023
1082,40,21.08.2023
1083,40,22.08.2023
1084,40,23.08.2023
1085,40,04.09.2023
1086,40,17.09.2023
1087,40,20.09.2023
1088,40,24.09.2023
1089,40,01.10.2023
1090,40,06.10.2023
1091,40,20.10.2023
1092,40,27.10.2023
1093,40,01.11.2023
1094,40,04.11.2023
1095,40,15.11.2023
1096,40,08.12.2023
1097,40,22.12.2023
1098,40,02.01.2024
1099,40,17.04.2024
1100,41,24.01.2024
1101,41,26.01.2024
1102,41,29.01.2024
1103,41,01.02.2024
1104,41,03.02.2024
1105,41,11.02.2024
1106,41,15.02.2024
1107,41,16.02.2024
1108,41,26.03.2024
1109,41,02.04.2024
1110,41,04.04.2024
1111,41,18.04.2024
1112,41,26.04.2024
1113,41,29.04.2024
1114,41,08.05.2024
1115,41,10.05.2024
1116,41,13.06.2024
1117,41,23.07.2024
1118,42,12.12.2023
1119,42,13.12.2023
1120,42,14.12.2023
1121,42,15.12.2023
1122,42,18.12.2023
1123,42,19.12.2023
1124,42,20.12.2023
1125,42,21.12.2023
1126,42,22.12.2023
1127,42,23.12.2023
1128,42,25.12.2023
1129,42,28.12.2023
1130,42,29.12.2023
1131,42,05.01.2024
1132,42,10.01.2024
1133,42,11.01.2024
1134,42,13.01.2024
1135,42,16.01.2024
1136,42,18.01.2024
1137,42,20.01.2024
1138,42,22.01.2024
1139,42,23.01.2024
1140,42,31.01.2024
1141,42,08.02.2024
1142,42,17.02.2024
1143,42,21.02.2024
1144,42,25.02.2024
1145,42,10.03.2024
1146,42,13.03.2024
1147,42,21.03.2024
1148,42,25.03.2024
1149,42,27.03.2024
1150,42,02.04.2024
1151,42,05.04.2024
1152,42,16.04.2024
1153,42,21.04.2024
1154,42,05.05.2024
1155,42,08.05.2024
1156,42,07.06.2024
1157,42,16.06.2024
1158,42,20.06.2024
1159,42,28.06.2024
1160,42,04.10.2024
1161,42,29.11.2024
1162,43,09.01.2024
1163,43,10.01.2024
1164,43,12.01.2024
1165,43,15.01.2024
1166,43,16.01.2024
1167,43,17.01.2024
1168,43,18.01.2024
1169,43,19.01.2024
1170,43,22.01.2024
1171,43,26.01.2024
1172,43,04.02.2024
1173,43,05.02.2024
1174,43,16.02.2024
1175,43,17.02.2024
1176,43,25.02.2024
1177,43,01.03.2024
1178,43,04.03.2024
1179,43,15.03.2024
1180,43,19.03.2024
1181,43,28.03.2024
1182,43,29.03.2024
1183,43,10.04.2024
1184,43,13.04.2024
1185,43,30.04.2024
1186,43,11.05.2024
1187,43,26.05.2024
1188,43,24.07.2024
1189,44,19.05.2024
1190,44,20.05.2024
1191,44,21.05.2024
1192,44,22.05.2024
1193,44,24.05.2024
1194,44,25.05.2024
1195,44,29.05.2024
1196,44,30.05.2024
1197,44,31.05.2024
1198,44,04.06.2024
1199,44,06.06.2024
1200,44,08.06.2024
1201,44,09.06.2024
1202,44,19.06.2024
1203,44,21.06.2024
1204,44,22.06.2024
1205,44,23.06.2024
1206,44,25.06.2024
1207,44,27.06.2024
1208,44,29.06.2024
1209,44,15.07.2024
1210,44,17.07.2024
1211,44,21.07.2024
1212,44,23.07.2024
1213,44,01.08.2024
1214,44,05.08.2024
1215,44,06.08.2024
1216,44,11.08.2024
1217,44,15.08.2024
1218,44,16.08.2024
1219,44,07.09.2024
1220,44,14.09.2024
1221,44,15.09.2024
1222,44,21.09.2024
1223,44,30.09.2024
1224,44,05.10.2024
1225,44,07.10.2024
1226,44,24.10.2024
1227,44,22.11.2024
1228,44,09.12.2024
1229,44,01.01.2025
1230,44,12.02.2025
1231,44,20.02.2025
1232,45,20.09.2023
1233,45,21.09.2023
1234,45,22.09.2023
1235,45,24.09.2023
1236,45,25.09.2023
1237,45,29.09.2023
1238,45,30.09.2023
1239,45,01.10.2023
1240,45,02.10.2023
1241,45,05.10.2023
1242,45,06.10.2023
1243,45,07.10.2023
1244,45,13.10.2023
1245,45,14.10.2023
1246,45,18.10.2023
1247,45,21.10.2023
1248,45,30.10.2023
